Date	Amount	Description	Category
07.11.2024	36300,00	За участие в конференции в г. Шахты по договору б/н от 10 декабря 2026	FOOD_GOODS
07.11.2024	690-00	Оплата за Крем-мыло Duru Арбуз с экстрактом алоэ 80г по счету 58007391815935220655 от 13 июля 2028 Сумма 690-00	BANK_SERVICE
07.11.2024	33500.00	За участие в конференции в г. Балашиха по договору №70-01941А от 07.12.2026г.	SERVICE
07.11.2024	3140.00	государственная пошлина	BANK_SERVICE
07.11.2024	4380.00	Оплата за Крабовые палочки Красная цена имитация замороженные 200г по счету 20432974012584013079 от 22 июля 2023 Сумма 4380.00	SERVICE
07.11.2024	2530.00	Оплата за Чистящие средства для мебели и ковров по счету 89414930814028297654 от 25.10.2027 г. Сумма 2530.00	LEASING
07.11.2024	690.00	Оплата за Средство Sanfor Универсал санитарно-гигиеническое 750мл по счету 02508977464003350199 от 26 апреля 2025г Сумма 690.00	NON_FOOD_GOODS
07.11.2024	890000,00	Оплата по договору процентного займа (20%) №2-00030/10 от 12.09.2024. Без НДС	NON_FOOD_GOODS
07.11.2024	29600,00	{А338721}3ачисление средств на текущий счет на основании Распоряжения о списании ин.валюты с трансферного счета 22608675630611818656	NON_FOOD_GOODS
07.11.2024	23200-00	Оплата по Договору №35-02224 от 22.05.2024 г.за бухгалтерское сопровождение в счет задолженности	SERVICE
07.11.2024	38400,00	За оказание услуг по договору №Е-02371/47 от 16.05.2024 г.	SERVICE
07.11.2024	2380-00	Оплата за Кофе Lebo Принц Лебо арабика молотый для турки 100г по счету 17159487274149550066 от 20/12/2025г. Сумма 2380-00	FOOD_GOODS
07.11.2024	32000-00	Покупка орг.техники	NON_FOOD_GOODS
07.11.2024	3210000-00	Предоставление кредита по договору №91Д-01779 от 16/11/2028г. (приобретение недвижимости)	BANK_SERVICE
07.11.2024	45600.00	Комиссия за выполнение функций агента валютного контроля по операциям в рамках контракта или кредитного обслуживания	BANK_SERVICE
07.11.2024	4170000.00	"Оплата по договору №Е00429/51 от 23.09.2024г, счету 0572 от 23.09.2024г за ""Дымовские колбасы"".Сумма 4170000.00 В т.ч. НДС 20% 695000.0"	FOOD_GOODS
07.11.2024	22500-00	Оплата по Счету 0338 от 27.10.2027 г. за возмещаемые расходы Сумма 22500-00 в том числе НДС(20%) 3750-00	SERVICE
07.11.2024	2320,00	Оплата за Конверт для денег Арт и Дизайн ФК по счету 30809480644513794968 от 20.07.2024 г. Сумма 2320,00	NON_FOOD_GOODS
07.11.2024	3340.00	штраф	TAX
07.11.2024	1230-00	Оплата за Масло оливковое Global Village 250мл по счету 42844670268491426200 от 19 января 2026 г. Сумма 1230-00	FOOD_GOODS
07.11.2024	2640,00	Оплата за Маска Koreain Water Brightening Mask увлажняющая тканевая 25мл по счету 14404828173313217496 от 29 марта 2023г Сумма 2640,00	NON_FOOD_GOODS
07.11.2024	4510-00	Оплата за Огурцы Global Village целые маринованные 720мл по счету 14853162519862832657 от 2028.12.08 Сумма 4510-00	NON_FOOD_GOODS
07.11.2024	2650.00	Оплата за Средство чистящее Econta для сливного бака таблетка по счету 12747681627390101029 от 07.06.2024 г. Сумма 2650.00	NON_FOOD_GOODS
07.11.2024	3250-00	Оплата за Мыло хозяйственное Ушастый Нянь против пятен 180г по счету 48827949569799070213 от 04.10.2027 Сумма 3250-00	NON_FOOD_GOODS
07.11.2024	620000.00	Оплата по договору №10Е-04170 от 13 августа 2025г. сырье для пвадСумма 620000.00В т.ч. НДС(20%) 103333.33	NON_FOOD_GOODS
07.11.2024	34800-00	Оплата по договору 98.169256-ЕЕ от 27.02.2023 г., счету 0429 от 27.02.2023 г. за мясные деликатесы. Сумма 34800-00 В т.ч. НДС 20% 5800-00	FOOD_GOODS
07.11.2024	20400.00	"Оплата основного долга за период с 20.01.2028г по 03.12.2023 г. по Договору №Б04086/16 от 07/09/2024г. с ОАО ""Второй банк"""	LOAN
07.11.2024	4120-00	государственная пошлина	BANK_SERVICE
07.11.2024	1450000,00	Предоставление кредита по договору №00955А от 14/06/2026 (приобретение недвижимости)	TAX
07.11.2024	4740-00	гос.услуга	BANK_SERVICE
07.11.2024	32800,00	Оплата по товарой накладной за 100 штук пачек кофе Lavaza по счету 0549 от 16.09.2027г. .Сумма 32800,00 В т.ч. НДС 20% 5466,66	TAX
07.11.2024	35300-00	Оплата за Размещение рекламы по счету 87952926084033265787 от 26.09.2027; Договор №01874В от 2025.05.21	FOOD_GOODS
07.11.2024	1900000.00	"Оплата по договору №49-04867 от 18 октября 2026г, счету 0923 от 18 октября 2026г за ""Дымовские колбасы"".Сумма 1900000.00 В т.ч. НДС 20% 316666.66"	BANK_SERVICE
07.11.2024	1180000-00	Оплата по счету № 0349 от 21.05.2026 г. за аренду помещения по договору субаренды №153 от 03.11.2023	TAX
07.11.2024	110000000.00	"Оплата ДКП №58-01893Е от 26 ноября 2028 за коттедж №35 в поселке ""Благовещенское"""	SERVICE
07.11.2024	3630-00	штраф	FOOD_GOODS
07.11.2024	3540000,00	Оплата по счету № 0244 от 09 февраля 2023г за аренду помещения по договору субаренды №272 от 29.09.2023 г.	REAL_ESTATE
07.11.2024	5800-00	Оплата по сч. 4 от 15.02.2026г., за транспортные услуги НДС не облагается.	TAX
07.11.2024	330000000-00	Приобретение недвижимости по адресу г. Ачинск, Совхозная ул., д. 11 по договору 08.493264-АБ от 10 августа 2025 г.	SERVICE
07.11.2024	191000000.00	Возврат денежных средств по договору займа №18А-02759 от 02 июля 2023г. Без НДС	LOAN
07.11.2024	30800-00	За медицинское обслуживание по договору №Б01403/83 от 20.09.2026г.	SERVICE
07.11.2024	3570-00	Оплата за Прихватка ST кухонная по счету 77963680036992583321 от 28.04.2028г. Сумма 3570-00	NON_FOOD_GOODS
07.11.2024	1640,00	Оплата за Браслет Конфитрейд со съемными насадками в ассортименте по счету 36974799977567820888 от 02.04.2026г. Сумма 1640,00	SERVICE
07.11.2024	760-00	Оплата за Станок Endeavor для бритья женский одноразовый 2 лезвия 5шт. по счету 79250431611329188646 от 10 мая 2026 Сумма 760-00	REAL_ESTATE
07.11.2024	36700,00	Покупка орг.техники	SERVICE
07.11.2024	4490,00	Комиссия за организацию сделки по дог. лизинга №Д01853. Сумма 2024-05-16, в т.ч. НДС 20% 4490,00	SERVICE
07.11.2024	4250000-00	Оплата по акту сверки б/н от 11.01.2024г (в рамках договора лизинга №Г-03757/94 от 20/07/2024г.). В т.ч. НДС(20%) 708333-33	REAL_ESTATE
07.11.2024	1620,00	Оплата за Порошок стиральный Персил Color Свежесть от Vernel 3кг по счету 73075972592466002467 от 19 октября 2027г Сумма 1620,00	LOAN
07.11.2024	1000000,00	"Оплата по договору №Е-02781/95 от 28.02.2024 г., счету 0698 от 28.02.2024 г. за ""Дымовские колбасы"".Сумма 1000000,00 В т.ч. НДС 20% 166666,66"	SERVICE
07.11.2024	28000.00	Оплата по договору №166 от 27.11.2023 г., счету 0287 от 27.11.2023 г. за мясные деликатесы. Сумма 28000.00 В т.ч. НДС 20% 4666.66	NON_FOOD_GOODS
07.11.2024	560,00	Оплата за Гречка Мистраль 900г по счету 37276780326920581927 от 24.09.2028г. Сумма 560,00	NON_FOOD_GOODS
07.11.2024	47200-00	Оплата по сч. 200 от 11.11.2025, за транспортные услуги НДС не облагается.	NON_FOOD_GOODS
07.11.2024	3100.00	Оплата за Батарейки Liberhaus Energy cr2032 3v 5шт. по счету 84683946490296600463 от 2027.02.23 Сумма 3100.00	NON_FOOD_GOODS
07.11.2024	42600,00	За бронирование отеля в г. Каменск - Уральский по договору №130 от 30 августа 2024г	LEASING
07.11.2024	1910.00	За гостиницу (Россия, г. Красногорск)	LEASING
07.11.2024	150000000,00	Предоставление денежных средств по договору займа №6-01644/71 от 13.09.2023. Без НДС	NON_FOOD_GOODS
07.11.2024	25900,00	За информационные услуги по договору №61Е-01041 от 06.06.2023	FOOD_GOODS
07.11.2024	1990,00	Оплата за Средства для зеркал и стеклянных поверхностей по счету 37961616032503857818 от 30/09/2027 Сумма 1990,00	FOOD_GOODS
07.11.2024	34300-00	За транспортировку, перевозка автоомбилем из г. Тюмень в г. Невинномысск по договору №Е04118/38 от 31.01.2028г.	SERVICE
07.11.2024	97000000-00	Приобретение недвижимости по адресу г. Сыктывкар, Заречная ул., д. 15 по договору 18.057456-БД от 26.03.2025 г.	REAL_ESTATE
07.11.2024	4300000-00	Окончательный расчет по акту приема-передачи №0466 от 13.11.2024г (договор лизинга №9-03883/16 от 2023.01.12). В т.ч. НДС(20%) 716666-66	LEASING
07.11.2024	1590,00	Оплата за Свинина по счету 84380251435933188609 от 19 апреля 2027 Сумма 1590,00	FOOD_GOODS
07.11.2024	42800-00	Оплата минеральной питьевой воды по счету 88404123060924570684 от 07 марта 2025г Сумма 42800-00 без учета НДС	FOOD_GOODS
07.11.2024	4750,00	гос.услуга	TAX
07.11.2024	2520000.00	Оплата по договору лизинга №В-00332/49 от 17.09.2024г., акт приема-передачи 0521 от 06 апреля 2024. В т.ч. НДС(20%) 420000.0	LEASING
07.11.2024	3940000,00	Оплата за игристое вино Asti по договору 61.043170-ВВ от 22.08.2028 .Сумма 3940000,00 В т.ч. НДС 20% 656666,66	FOOD_GOODS
07.11.2024	3650,00	Оплата за Мыло Clean&White Универсальное хозяйственное 2х120г по счету 54091870666690915022 от 26 января 2028 Сумма 3650,00	NON_FOOD_GOODS
07.11.2024	4930000-00	Долевое инвестирование в жилищное строительство	REAL_ESTATE
07.11.2024	23100.00	За доставку ж/д транспортом из г. Владимир в г. Рязань по договору №1-01828/04 от 28/06/2027г.	SERVICE
07.11.2024	31000.00	Оказание прочих услуг	SERVICE
07.11.2024	132000000-00	Приобретение недвижимости по адресу г. Улан-Удэ, Светлая ул., д. 18 по договору №58В-03308 от 02 марта 2024 г.	REAL_ESTATE
07.11.2024	39400,00	Оплата по счету 0070 от 2027-06-06 за Red Bull. Сумма 39400,00 без учета НДС	FOOD_GOODS
07.11.2024	3030,00	Оплата за Пломбир Золотой Стандарт С Таежной Черникой с черничным наполнителем в вафельном стаканчике 12% БЗМЖ 93г по счету 27678800638521409071 от 07.12.2026 Сумма 3030,00	FOOD_GOODS
07.11.2024	21300,00	"Оплата по товарной накладной 0074 от 23.07.2028г. за конфеты ""Алёнка"".Сумма 21300,00 В т.ч. НДС 20% 3550,0"	FOOD_GOODS
07.11.2024	22400.00	Оплата по сч. 0790 от 15 августа 2027 г. за пищев. добавку (890,50 ев.) курс 104,4016. В т.ч. НДС 20% - 15 494,94	NON_FOOD_GOODS
07.11.2024	15400,00	Покупка орг.техники	BANK_SERVICE
07.11.2024	41700-00	Комиссия за обслуживание по системе Клиент-Банк за период с :08.05.2024г по 11 сентября 2024г. НДС не облагается.	NON_FOOD_GOODS
07.11.2024	4020.00	Оплата за Мешки для мусора Liberhaus сверхпрочные 240л 10шт по счету 85848423055182656464 от 24.05.2023 г. Сумма 4020.00	BANK_SERVICE
07.11.2024	850000,00	Предоплата за автозапчасти по счету 0551 от 05 августа 2026 года; Договор №А02431/98 от 06 августа 2024г	NON_FOOD_GOODS
07.11.2024	1210000-00	Оплата за нут,сафлор по счету 0063,0064,0065 от 01 сентября 2023г .Сумма 1210000-00 В т.ч. НДС 20% 201666-66	SERVICE
07.11.2024	45900,00	"Оплата основного долга за период с 01.01.2025г по 23 ноября 2027 г. по Договору №56-01250В от 20 января 2028 г. с ОАО ""Второй банк"""	SERVICE
07.11.2024	3940,00	Оплата за Салфетки Tolli Plus Зеленый чай влажные освежающие 20шт по счету 81654910236972071871 от 15 января 2028 г. Сумма 3940,00	TAX
07.11.2024	38900.00	Оплата обучения по договору №Б02001/81 от 2023-06-07	NON_FOOD_GOODS
07.11.2024	21500.00	За покупку авиабилетов г. Элиста - г. Нижний Новгород по договору №02790Г от 08 декабря 2028г	NON_FOOD_GOODS
07.11.2024	1080.00	Оплата налога	SERVICE
07.11.2024	38600-00	Оплата за ж/д, авиабилеты и проживание по счету 79944181798182196229 от 26 февраля 2024 на основании договора №В-04063/55 от 06.05.2028	NON_FOOD_GOODS
07.11.2024	650.00	Оплата за Набор свечей Econta С Днем Рождения для торта цветной в ассортименте 13шт. по счету 05949279821361260152 от 14.09.2023 г. Сумма 650.00	NON_FOOD_GOODS
07.11.2024	2790,00	Консульские сборы	BANK_SERVICE
07.11.2024	1490000,00	Оплата за нут,сафлор по счету 0467,0468,0469 от 28.03.2028 .Сумма 1490000,00 В т.ч. НДС 20% 248333,33	FOOD_GOODS
07.11.2024	3940000,00	Покупка продовольственных товаров	BANK_SERVICE
07.11.2024	44600.00	Лечение по договору №Г04396 от 10/10/2028г.	LOAN
07.11.2024	1350-00	Оплата за Мыло Aucm хозяйственное классическое 72% 150г по счету 89840482651258465665 от 18 августа 2026 Сумма 1350-00	SERVICE
07.11.2024	2290.00	Оплата за Замороженные полуфабрикаты по счету 44314859844859270506 от 04.06.2023г Сумма 2290.00	SERVICE
07.11.2024	2930.00	Оплата процентов за период с 14/08/2024 по 25/02/2027г. по Договору №Д-01935/74 от 27.04.2023г.	LEASING
07.11.2024	1890000.00	Оплата за запасные части для оборудования по счету №0033 от 30.10.2024г; Договор б/н от 28 июня 2024	BANK_SERVICE
07.11.2024	4200-00	Оплата процентов за период с 22 января 2028 г. по 28.03.2026 по Договору №78-02247 от 04.11.2027 г.	SERVICE
07.11.2024	590.00	Оплата за Крышка Полимербыт для СВЧ 240мм по счету 02928023434154868833 от 21 июня 2027г Сумма 590.00	LEASING
07.11.2024	2420000-00	Оплата по дог.финансовой аренды №66-02963 от 23.02.2025 г., акт приема-передачи 360 от 20 сентября 2024г. В т.ч. НДС(20%) 403333-33	NON_FOOD_GOODS
07.11.2024	1010000.00	Предоставление кредита по договору №94-02166 от 11/08/2024 (приобретение недвижимости)	TAX
07.11.2024	17900.00	За покупку авиабилетов г. Магнитогорск - г. Батайск по договору №48-00527 от 29.05.2027г.	NON_FOOD_GOODS
07.11.2024	1790000,00	Оплата по дог.финансовой аренды №245 от 19.12.2023, акт приема-передачи 949 от 17.12.2024 г.. В т.ч. НДС(20%) 298333,33	SERVICE
07.11.2024	1220.00	Оплата за Гель для стирки Ласка Эффект восстановления черного 1л по счету 16201516657138053675 от 24.04.2028 г. Сумма 1220.00	LOAN
07.11.2024	1470,00	Оплата гос. пошлины	SERVICE
07.11.2024	1090,00	Оплата за Порошок чистящий Пемолюкс лимон 480г по счету 26637853390531670262 от 05 октября 2026 Сумма 1090,00	LEASING
07.11.2024	48100,00	Оплата за ж/д, авиабилеты и проживание по счету 04628713889965064838 от 25 ноября 2027 г. на основании договора №Б-01401/48 от 20.08.2023	NON_FOOD_GOODS
07.11.2024	1330,00	Консульские сборы	TAX
07.11.2024	4410000-00	Долевое инвестирование в жилищное строительство	REAL_ESTATE
07.11.2024	156000000,00	Предоставление денежных средств по договору займа №03Е-03754 от 2024.09.07. Без НДС	LOAN
07.11.2024	29400-00	"Оплата основного долга за период с 08/07/2027 по 17.08.2028 по Договору №А-03604/18 от 28.01.2028 г. с ОАО ""Второй банк"""	LOAN
07.11.2024	46100.00	За покупку авиабилетов г. Владикавказ - г. Мытищи по договору №А04182/11 от 08 апреля 2026г	SERVICE
07.11.2024	16100-00	За доставку ж/д транспортом из г. Батайск в г. Новокуйбышевск по договору 95.376770-АД от 23/01/2027	SERVICE
07.11.2024	3570,00	Оплата за Лампа светодиодная Старт Eco LED GLS E27 15W 30 теплый свет по счету 72550289595995208293 от 06.06.2025 Сумма 3570,00	NON_FOOD_GOODS
07.11.2024	4140000,00	Обеспечительный платеж за виллу,договор №74-02591 от 21.03.2025г.	REAL_ESTATE
07.11.2024	27900,00	За доставку водным транспортом из г. Череповец в г. Тольятти по договору №В00845 от 02.04.2025 г.	SERVICE
07.11.2024	39700-00	За консультации юриста по договору №99Е-04975 от 14/08/2027	SERVICE
07.11.2024	2270000,00	Оплата по счету 0481,0482,0483 от 24 июня 2024 (в рамках договора финансовой аренды 56.090048-ДГ от 29/01/2024г.). В т.ч. НДС(20%) 378333,33	LEASING
07.11.2024	167000000.00	По предвариельному договору №54-01427 от 12 сентября 2028 за квартиру в ЖК по адресу г. Якутск, Центральная ул., д. 22	REAL_ESTATE
07.11.2024	670.00	Оплата за Коктейль из морепродуктов 3 Fish в масле 150г по счету 07593751538895443193 от 01/04/2023г. Сумма 670.00	FOOD_GOODS
07.11.2024	62000000.00	По предвариельному договору №07-00719Г от 19.02.2027 за квартиру в ЖК по адресу г. Кызыл, Спортивная ул., д. 19	REAL_ESTATE
07.11.2024	4140.00	Оплата налога	TAX
07.11.2024	4690,00	Оплата за Полотенца бумажные Papia 3 слоя по счету 75586969001775809274 от 26/08/2023г. Сумма 4690,00	NON_FOOD_GOODS
07.11.2024	22100,00	Оплата по Договору №55-02112 от 08.08.2023гза бухгалтерское сопровождение в счет задолженности	SERVICE
07.11.2024	12200-00	Оплата за Размещение рекламы по счету 59342257238391870257 от 2026-05-20; Договор №95Г-04277 от 09.01.2026 г.	SERVICE
07.11.2024	1260.00	Оплата за Окорок свиной бескостный охлажденный по счету 64455701374193794296 от 19.04.2028 Сумма 1260.00	FOOD_GOODS
07.11.2024	1600.00	Оплата за Купаты Атяшево свиные гриль охлажденные 400г по счету 30830806653381443166 от 20/05/2023 Сумма 1600.00	FOOD_GOODS
07.11.2024	44200.00	Доплата по счету №04537Д от 06 марта 2027г аренда помещения в октября 2024 г. Договор №Д02122/04 от 23.05.2026	REAL_ESTATE
07.11.2024	2980-00	Оплата гос. пошлины	TAX
07.11.2024	1680,00	Оплата за Ананасы Global Village кольца 580г по счету 20671930256393648940 от 23.01.2023 Сумма 1680,00	FOOD_GOODS
07.11.2024	26400,00	Возмещение расходов на страхование ОСАГО по договору лизинга №90-04054 от 17.03.2024 в сумме 26400,00, без НДС	LEASING
07.11.2024	1330000-00	Оплата по договору процентного займа (20%) №Г03188/27 от 18.05.2024. Без НДС	LOAN
07.11.2024	1350000.00	Оплата за игристое вино Asti по договору №99Б-01822 от 09.03.2027 .Сумма 1350000.00 В т.ч. НДС 20% 225000.0	NON_FOOD_GOODS
07.11.2024	4710-00	Оплата за Гигиенические блоки для унитаза по счету 57165801887346284820 от 07/09/2024г. Сумма 4710-00	NOT_CLASSIFIED
07.11.2024	2350000,00	Пополнение оборотных средств. НДС не облагается.	LEASING
07.11.2024	1980000-00	Оплата по договору лизинга №Б-04105/28 от 2025-09-10, акт приема-передачи 0696 от 21.06.2024 г.. В т.ч. НДС(20%) 330000-00	NON_FOOD_GOODS
07.11.2024	48800,00	Оплата по счет-фактуре 0775,0776,0777 от 07.07.2027 за фитинги,метизы.Сумма 48800,00 В т.ч. НДС 20% 8133,33	FOOD_GOODS
07.11.2024	3180,00	Оплата за кофе в зернах по счету 92788661572264229060 от 04/05/2023 Сумма 3180,00 в т.ч. НДС 20% 530,0	SERVICE
07.11.2024	33500-00	Оплата по Договору №41-00090В от 02.04.2028 за акт 0027 транспортные услуги Сумма 33500-00Без налога(НДС)	NON_FOOD_GOODS
07.11.2024	1240000-00	Оплата по договору процентного займа №6-02337/04 от 14 мая 2024 г.. Без НДС	FOOD_GOODS
07.11.2024	3450-00	Оплата за Гель для стирки Персил Sensitive Алоэ Вера 1.3л по счету 95056761964407982533 от 22.05.2027 г. Сумма 3450-00	SERVICE
07.11.2024	2090.00	Оплата за Фарш Мираторг свино-говяжий домашний 400г по счету 21904178680932691032 от 14.11.2024г. Сумма 2090.00	NON_FOOD_GOODS
07.11.2024	4010-00	За гостиницу (Россия, г. Ессентуки)	FOOD_GOODS
07.11.2024	4280,00	Оплата за Мицеллярная вода Чистая Линия Цветочная 3в1 для всех типов кожи 400мл по счету 08691740285684864215 от 06/08/2024г. Сумма 4280,00	SERVICE
07.11.2024	1760.00	Оплата за Печенье, крекеры по счету 27207189390951335220 от 05 февраля 2027 Сумма 1760.00	TAX
07.11.2024	3550,00	гос.услуга	FOOD_GOODS
07.11.2024	1500-00	Оплата за Какао-напиток Хрутка быстрорастворимый 250г по счету 29082177878149468480 от 27 августа 2023г Сумма 1500-00	BANK_SERVICE
07.11.2024	42000,00	"Комиссия АКБ ""Первый банк"" (АО) за изготовление по запросу клиента ведомости банковского контроля по операциям в рамках контракта"	LOAN
07.11.2024	2360.00	Оплата за Порошок стиральный Персил Color Свежесть от Vernel 3кг по счету 79699340996462857285 от 18.01.2025 г. Сумма 2360.00	FOOD_GOODS
07.11.2024	520000-00	Оплата по договору лизинга №Г01827/69 от 05.07.2023г., акт приема-передачи 0400 от 01.06.2024г. В т.ч. НДС(20%) 86666-66	NON_FOOD_GOODS
07.11.2024	1610000,00	Оплата за нут,сафлор по счету 0262,0263,0264 от 2027-08-01 .Сумма 1610000,00 В т.ч. НДС 20% 268333,33	NOT_CLASSIFIED
07.11.2024	4840-00	Оплата за Кофе молотый Jardin Vivo в капсулах 10x5г по счету 66145372913981639348 от 10 апреля 2028 г. Сумма 4840-00	LEASING
07.11.2024	20400.00	Доплата по счету №Г02563/24 от 25 марта 2023г аренда помещения в сентября 2024 г. Договор №Е-02097/75 от 13/07/2025	NON_FOOD_GOODS
07.11.2024	2990-00	Оплата за Набор свечей Econta с подставками 10шт. по счету 75434357504313914738 от 2023.09.16 Сумма 2990-00	FOOD_GOODS
07.11.2024	32600,00	"Гашение процентов за кредит по Договору №153 2023.12.04 с ОАО ""Второй банк"""	SERVICE
07.11.2024	2970000,00	Оплата по договору процентного займа №2-04649/73 от 01 августа 2024г. Без НДС	NON_FOOD_GOODS
07.11.2024	28000,00	Оплата по Договору №Е03014 от 26.04.2023 г.за бухгалтерское сопровождение в счет задолженности	LOAN
07.11.2024	1810-00	Перевод собственных средств на собственный счет	NOT_CLASSIFIED
07.11.2024	2250,00	Оплата за Гвоздика Рестория целая 15г по счету 88822829801893493642 от 30.12.2023 Сумма 2250,00	FOOD_GOODS
07.11.2024	361000000,00	Оплата по счету #0151 от 19 сентября 2023 г. за яхту/катер Midnight Express FL06354	NOT_CLASSIFIED
07.11.2024	1550000-00	Предоставление кредита по договору №1-00585/51 от 15 ноября 2025 г. (приобретение недвижимости)	BANK_SERVICE
07.11.2024	3270.00	Комиссия за организацию сделки по дог. лизинга №03-02853Б. Сумма 07/04/2025г., в т.ч. НДС 20% 3270.00	LEASING
07.11.2024	4950000,00	Предоставление кредита по договору №067 от 29.03.2023г. (нецелевой кредит)	BANK_SERVICE
07.11.2024	302000000-00	По предвариельному договору №Д03648 от 16 декабря 2028 за квартиру в ЖК по адресу г. Казань, Почтовая ул., д. 18	REAL_ESTATE
07.11.2024	1350.00	Оплата за Кружка стеклянная 350мл по счету 99915453988291854751 от 13.11.2028 Сумма 1350.00	NON_FOOD_GOODS
07.11.2024	2420,00	Оплата за Салфетки Красная цена бумажные 24*24см 100шт по счету 72216042139548555748 от 14.04.2026г Сумма 2420,00	FOOD_GOODS
07.11.2024	2690,00	Оплата гос. услуги	TAX
07.11.2024	3780,00	Оплата за Губка для обуви Econta Двойной блеск бесцветная 25г по счету 74498963575495008503 от 2025-10-09 Сумма 3780,00	NON_FOOD_GOODS
07.11.2024	106000000,00	Предоставление денежных средств по договору займа №02475Г от 07.09.2024. Без НДС	LOAN
07.11.2024	19300.00	За транспортировку, перевозка водным транспортом из г. Магнитогорск в г. Саратов по договору №Е-02477/15 от 18/03/2026	SERVICE
07.11.2024	18700-00	За медицинское обслуживание по договроу б/н от 28.06.2023г	SERVICE
07.11.2024	235000000.00	Возврат денежных средств по договору займа №3-01910/22 от 27 октября 2023. Без НДС	LOAN
07.11.2024	41000.00	За доставку автомобилем из г. Нефтекамск в г. Саратов по договору №47А-04225 от 10 января 2023 г.	SERVICE
07.11.2024	960.00	Консульские сборы	TAX
07.11.2024	1170000.00	оплата по договору №Б00940/23 от 2024-05-25 за ЖКТМСумма 1170000.00В т.ч. НДС(20%) 195000.0	SERVICE
07.11.2024	2700,00	Перевод собственных средств себе	TAX
07.11.2024	2400.00	Оплата государственной пошлины	FOOD_GOODS
07.11.2024	3890-00	Оплата за Морепродукты по счету 61544786708734377741 от 24.04.2024 Сумма 3890-00	SERVICE
07.11.2024	2560000,00	Оплата по договору №67-03103В от 16 июля 2025г. сырье для пвадСумма 2560000,00В т.ч. НДС(20%) 426666,66	BANK_SERVICE
07.11.2024	10700-00	Оплата по сч. 376 от 2023-04-07, за транспортные услуги НДС не облагается.	SERVICE
07.11.2024	4210000.00	Оплата за насосы по договору №48-03001 от 24/06/2027 (частичная оплата).Сумма 4210000.00В тч НДС(20%) 701666.66	NOT_CLASSIFIED
07.11.2024	1520000-00	Предоставление кредита по договору №79В-02354 от 04.12.2023 г. (приобретение недвижимости)	FOOD_GOODS
07.11.2024	31300-00	оплата по счетам 0296, 0738,0336, 0766 за услугиСумма 10 октября 2024гВ т.ч. НДС(20%) 31300-00	NOT_CLASSIFIED
07.11.2024	3190000,00	Оплата за игристое вино Asti по договору №01159Е от 02.04.2027г. .Сумма 3190000,00 В т.ч. НДС 20% 531666,66	SERVICE
07.11.2024	1170,00	Перевод средств на собственный счет	BANK_SERVICE
07.11.2024	26900-00	Выплата на содержание родных детей	SERVICE
07.11.2024	6600.00	Оплата по счету 0127 от 30/04/2024 за Red Bull. Сумма 6600.00 без учета НДС	FOOD_GOODS
07.11.2024	4570-00	Оплата за Сушеная и вяленая рыба по счету 63083508592737966763 от 2024-02-19 Сумма 4570-00	NOT_CLASSIFIED
07.11.2024	48500,00	Оплата дог №3-00756/26 от за 01/24г.согл.сч 0414 от 25.01.24г.,счет-фактура 0579 от 26.01.2024г.	FOOD_GOODS
07.11.2024	4170000.00	Оплата по дог.финансовой аренды №064 от 08.04.2023г, акт приема-передачи 74 от 16 апреля 2024г. В т.ч. НДС(20%) 695000.0	FOOD_GOODS
07.11.2024	650.00	Оплата за Перец черный Красная цена молотый 20 г по счету 39437460191952337652 от 01 февраля 2028 Сумма 650.00	FOOD_GOODS
07.11.2024	4990000-00	Оплата по счету 0824,0825,0826 от 22.06.2024г (в рамках договора финансовой аренды №06-00352В от 2023-07-26). В т.ч. НДС(20%) 831666-66	LEASING
07.11.2024	1660.00	Перевод средств на собственный счет	LOAN
07.11.2024	2430000,00	Оплата за игристое вино Asti по договору №5-01083/47 от 14.12.2026 .Сумма 2430000,00 В т.ч. НДС 20% 405000,0	FOOD_GOODS
07.11.2024	1040-00	Оплата за Бумажные полотенца Zewa 1/2 листа 2 рулона по счету 12168108367214942572 от 27.05.2027г. Сумма 1040-00	SERVICE
07.11.2024	1990-00	Собств. средства	SERVICE
07.11.2024	3080000,00	ПРЕДОПЛАТА ПО ДОГ. №А04125/84 за Раствор водный натриевых солей (поли)акриловой кислотыСумма 3080000,00 в т.ч.НДС  513333,33	LEASING
07.11.2024	2440000,00	Окончательный расчет по акту приема-передачи №0192 от 02 декабря 2024 г. (договор лизинга 60.127055-ГБ от 02/06/2024г.). В т.ч. НДС(20%) 406666,66	NON_FOOD_GOODS
07.11.2024	5000000,00	Оплата по договору процентного займа 89.376882-АЕ от 09.10.2024. Без НДС	FOOD_GOODS
07.11.2024	850,00	Оплата за Салфетки Tolli plus влажные универсальные с антибактериальным эффектом 120шт по счету 44809306531728540244 от 09/12/2024 Сумма 850,00	FOOD_GOODS
07.11.2024	24100,00	"Гашение процентов за кредит по Договору №8-01299/52 22/05/2027 с ОАО ""Второй банк"""	LOAN
07.11.2024	47300,00	За юридические услуги по договору №66-04035 от 2026-05-23	SERVICE
07.11.2024	14100-00	Оплата по счету 0912 от 18 октября 2027г за Red Bull. Сумма 14100-00 без учета НДС	FOOD_GOODS
07.11.2024	690000-00	Предоставление кредита по договору №00840Г от 14/01/2025 (приобретение недвижимости)	BANK_SERVICE
